Date,Month,Year,Country,City,Perpetrator_group,fatalities
12/29/2020,December,2020,Nigeria,Kayamla,Boko Haram,9
12/29/2020,December,2020,Nigeria,Kayamla,Boko Haram,0
12/29/2020,December,2020,Nigeria,Tungushe,Boko Haram,3
12/28/2020,December,2020,Nigeria,Logomani,Boko Haram,3
12/27/2020,December,2020,Nigeria,Nagu,Unknown,3
12/28/2020,December,2020,Nigeria,Olukitibi,Fulani extremists,1
12/26/2020,December,2020,Cameroon,Unknown,"Return, Reclamation, Rehabilitation (3R)",Unknown
12/26/2020,December,2020,Nigeria,Azare,Boko Haram,2
12/26/2020,December,2020,Nigeria,Khiributu Debiro,Boko Haram,3
12/26/2020,December,2020,Nigeria,Tashon Alade,Boko Haram,2
12/26/2020,December,2020,Nigeria,Shaffa,Boko Haram,3
12/25/2020,December,2020,Cameroon,Kumbo,Separatists,2
12/25/2020,December,2020,Nigeria,Fadan Kagoma,Fulani extremists,0
12/24/2020,December,2020,Nigeria,Katsina Ala,Unknown,5
12/24/2020,December,2020,Nigeria,Pemi,Boko Haram,11
12/24/2020,December,2020,Nigeria,Garkida,Boko Haram,6
12/24/2020,December,2020,Nigeria,Gamboru,Boko Haram,3
12/23/2020,December,2020,Nigeria,Okene district,Unknown,2
12/23/2020,December,2020,Nigeria,Dar,Boko Haram,Unknown
12/21/2020,December,2020,Niger,Taroum,Islamic State in the Greater Sahara (ISGS),18
12/21/2020,December,2020,Nigeria,Malamai,Fulani extremists,Unknown
12/20/2020,December,2020,Nigeria,Funtua,Unknown,Unknown
12/19/2020,December,2020,Nigeria,Dandume district,Fulani extremists,0
12/20/2020,December,2020,Nigeria,Mafa,Boko Haram,5
12/19/2020,December,2020,Nigeria,Danbaure,Fulani extremists,0
12/19/2020,December,2020,Nigeria,Ajiri,Boko Haram,10
12/18/2020,December,2020,Nigeria,Konduga,Boko Haram,4
12/18/2020,December,2020,Nigeria,Garin Kuturu,Boko Haram,1
12/17/2020,December,2020,Nigeria,Kusur,Boko Haram (suspected),0
12/15/2020,December,2020,Ghana,Accra,Unknown,0
12/17/2020,December,2020,Nigeria,Gora Gan,Fulani extremists,7
12/17/2020,December,2020,Nigeria,Funtua district,Unknown,8
12/16/2020,December,2020,Nigeria,Oba,Unknown,1
12/15/2020,December,2020,Nigeria,Ogoja,Fulani extremists,0
12/15/2020,December,2020,Nigeria,Agboughul,Fulani extremists,3
12/14/2020,December,2020,Nigeria,Gumsa,Boko Haram (suspected),Unknown
12/14/2020,December,2020,Nigeria,Zairam,Boko Haram (suspected),4
12/14/2020,December,2020,Cameroon,Kembong,Separatists,0
12/13/2020,December,2020,Cameroon,Dibanda,Unknown,Unknown
12/13/2020,December,2020,Cameroon,Dibanda,Separatists,1
12/12/2020,December,2020,Nigeria,Askira,Boko Haram,3
12/12/2020,December,2020,Cameroon,Babanki,Separatists,0
12/9/2020,December,2020,Nigeria,Shengen,Boko Haram,Unknown
12/12/2020,December,2020,Niger,Toumour,Boko Haram,34
12/11/2020,December,2020,Nigeria,Tse Angbande,Fulani extremists,4
12/11/2020,December,2020,Nigeria,Dikwa,Unknown,4
12/11/2020,December,2020,Nigeria,Kankara,"Fulani extremists,Boko Haram (suspected)",Unknown
12/10/2020,December,2020,Nigeria,Gumsa,Boko Haram,0
12/10/2020,December,2020,Cameroon,Bakarise,Boko Haram,0
12/10/2020,December,2020,Cameroon,Gakara,Boko Haram,0
12/8/2020,December,2020,Ghana,Fomena,Unknown,0
12/7/2020,December,2020,Ghana,Kasoa,Unknown,0
12/6/2020,December,2020,Cameroon,Bamenda,Unknown,0
12/6/2020,December,2020,Cameroon,Momo,Separatists,1
12/4/2020,December,2020,Niger,La Tapoa,Unknown,2
12/4/2020,December,2020,Cameroon,Wemdeley,Boko Haram,1
12/4/2020,December,2020,Cameroon,Ashigashiya,Boko Haram,3
12/1/2020,December,2020,Nigeria,Wang,Fulani extremists,3
12/1/2020,December,2020,Nigeria,Wokilti,Boko Haram,Unknown
12/1/2020,December,2020,Niger,Banizoumbou,Unknown,1
11/28/2020,November,2020,Nigeria,Port Harcourt,Indigenous People of Biafra (IPOB) (suspected),0
11/28/2020,November,2020,Nigeria,Tor-Iorshaer,Jukun militia (suspected),4
11/28/2020,November,2020,Nigeria,Koshobe,Boko Haram,81
11/27/2020,November,2020,Nigeria,Chafa,Boko Haram,13
11/26/2020,November,2020,Nigeria,Unknown,Reformed Niger Delta Avengers (RNDA),0
11/27/2020,November,2020,Nigeria,Kareto,Boko Haram,0
11/25/2020,November,2020,Cameroon,Guidi,Boko Haram,0
11/24/2020,November,2020,Nigeria,Diegi,Fulani extremists,1
11/24/2020,November,2020,Chad,Ngouboua,Boko Haram,4
11/23/2020,November,2020,Nigeria,Ikarama,Niger Delta extremists (suspected),0
11/23/2020,November,2020,Cameroon,Mstseliya,Boko Haram,0
11/25/2020,November,2020,Cameroon,Gabass,Boko Haram,3
11/22/2020,November,2020,Nigeria,Igbatayo,Fulani extremists,0
11/22/2020,November,2020,Cameroon,Yegoua,Boko Haram,0
11/21/2020,November,2020,Nigeria,Lafia,Unknown,1
11/21/2020,November,2020,Nigeria,Pilimari,Boko Haram,6
11/21/2020,November,2020,Nigeria,Unknown,Unknown,Unknown
11/21/2020,November,2020,Nigeria,Unknown,Unknown,Unknown
11/20/2020,November,2020,Nigeria,Dutsen Gari,Unknown,5
11/19/2020,November,2020,Nigeria,Toru Orua,Unknown,1
11/19/2020,November,2020,Cameroon,Douala,Unknown,0
11/18/2020,November,2020,Nigeria,Unknown,Unknown,1
11/18/2020,November,2020,Cameroon,Kissem,Ambazonia Restoration Forces (ARF),3
11/17/2020,November,2020,Nigeria,Gidan Zaki,Fulani extremists,2
11/17/2020,November,2020,Cameroon,Satomi,Boko Haram,1
11/17/2020,November,2020,Nigeria,Banki,Boko Haram,5
11/11/2020,November,2020,Nigeria,Owo,Fulani extremists,0
11/11/2020,November,2020,Nigeria,Miyanti,Boko Haram,2
11/9/2020,November,2020,Cameroon,Livanda,Separatists (suspected),0
11/8/2020,November,2020,Nigeria,Pulka,Boko Haram,Unknown
11/8/2020,November,2020,Nigeria,Gwoza,Boko Haram,1
11/7/2020,November,2020,Nigeria,Karji Kaduna,Fulani extremists,Unknown
11/6/2020,November,2020,Nigeria,Dande,Fulani extremists,4
11/6/2020,November,2020,Cameroon,Liwu La-Malale,Separatists,1
11/5/2020,November,2020,Cameroon,Babessi,Separatists,0
11/4/2020,November,2020,Cameroon,Fundong,Unknown,0
11/4/2020,November,2020,Cameroon,Limbe,Separatists,0
11/3/2020,November,2020,Cameroon,Bamenda,Separatists,0
11/3/2020,November,2020,Cameroon,Kumbo,Ambazonia Restoration Forces (ARF),0
11/2/2020,November,2020,Nigeria,Mallam Fatori,Boko Haram,9
11/1/2020,November,2020,Cameroon,Yaounde,Unknown,0
11/1/2020,November,2020,Nigeria,Takulashi Buladunya,Boko Haram,7
10/31/2020,October,2020,Nigeria,Kunai,Fulani extremists,1
10/30/2020,October,2020,Nigeria,Unknown,Boko Haram,3
10/29/2020,October,2020,Nigeria,Magunguna,Fulani extremists,1
10/28/2020,October,2020,Nigeria,Ado district,Fulani extremists (suspected),2
10/26/2020,October,2020,Nigeria,Kwakwa,Fulani extremists,1
10/24/2020,October,2020,Nigeria,Unknown,Boko Haram,Unknown
10/25/2020,October,2020,Nigeria,Moranti,Boko Haram,8
10/24/2020,October,2020,Nigeria,Unknown,Boko Haram,Unknown
10/25/2020,October,2020,Nigeria,Damboa,Boko Haram,20
10/24/2020,October,2020,Nigeria,Babban Gida,Boko Haram,7
10/24/2020,October,2020,Cameroon,Kumba,Separatists (suspected),8
10/23/2020,October,2020,Cameroon,Bamenda,Unknown,Unknown
10/23/2020,October,2020,Niger,Tera,Unknown,2
10/22/2020,October,2020,Nigeria,Doska,Boko Haram,7
10/21/2020,October,2020,Nigeria,Matori,Unknown,0
10/21/2020,October,2020,Nigeria,Port Harcourt,Indigenous People of Biafra (IPOB),4
10/21/2020,October,2020,Nigeria,Eberi,Indigenous People of Biafra (IPOB),0
10/21/2020,October,2020,Nigeria,Oyigbo district,Indigenous People of Biafra (IPOB),1
10/21/2020,October,2020,Nigeria,Afam,Indigenous People of Biafra (IPOB),1
10/21/2020,October,2020,Nigeria,Oyigbo,Indigenous People of Biafra (IPOB),1
10/21/2020,October,2020,Nigeria,Orji,Unknown,0
10/21/2020,October,2020,Nigeria,Ubomiri,Unknown,2
10/21/2020,October,2020,Nigeria,Nworieubi,Unknown,2
10/20/2020,October,2020,Chad,Tchoukou Maria,Boko Haram,16
10/19/2020,October,2020,Nigeria,Konduga district,Boko Haram,Unknown
10/19/2020,October,2020,Chad,Mamdi district,Boko Haram,4
10/19/2020,October,2020,Nigeria,Gombe,Boko Haram,0
10/16/2020,October,2020,Nigeria,Jakana,Boko Haram,14
10/16/2020,October,2020,Cameroon,Goumouldi,Boko Haram,0
10/16/2020,October,2020,Cameroon,Kolofata,Unknown,1
10/16/2020,October,2020,Cameroon,Yagoua,Boko Haram,Unknown
10/16/2020,October,2020,Cameroon,Oudal,Boko Haram,3
10/15/2020,October,2020,Nigeria,Okofi,Unknown,3
10/13/2020,October,2020,Nigeria,Isiala Ngwa South district,Unknown,0
10/13/2020,October,2020,Nigeria,Anyigba,Unknown,1
10/12/2020,October,2020,Nigeria,Ngwom,Boko Haram,14
10/10/2020,October,2020,Nigeria,Koton-Karfe district,Unknown,7
10/9/2020,October,2020,Nigeria,Eku,Unknown,2
10/9/2020,October,2020,Ghana,Mfantsiman district,Unknown,2
10/8/2020,October,2020,Ghana,Sanguli-Labaldo,Unknown,1
10/6/2020,October,2020,Nigeria,Wereng,Fulani extremists (suspected),6
10/3/2020,October,2020,Nigeria,Unknown,Unknown,0
10/1/2020,October,2020,Nigeria,Maraban Rido,Fulani extremists,1
9/29/2020,September,2020,Nigeria,Marte,Boko Haram,10
9/28/2020,September,2020,Nigeria,Kpachudu,Fulani extremists (suspected),3
9/28/2020,September,2020,Ghana,Ho,Western Togoland Restoration Front (WTRF),0
9/28/2020,September,2020,Cameroon,Zeleved,Boko Haram,2
9/27/2020,September,2020,Nigeria,Ncha,Fulani extremists (suspected),3
9/27/2020,September,2020,Nigeria,Baga,Boko Haram,Unknown
9/26/2020,September,2020,Nigeria,Issele-Uku,Fulani extremists (suspected),0
9/25/2020,September,2020,Ghana,Mepe,Western Togoland Restoration Front (WTRF),0
9/25/2020,September,2020,Ghana,Aveyime,Western Togoland Restoration Front (WTRF),0
9/25/2020,September,2020,Nigeria,Unknown,Boko Haram,11
9/25/2020,September,2020,Nigeria,Korochara,Boko Haram,30
9/24/2020,September,2020,Nigeria,Gwol,Fulani extremists (suspected),5
9/23/2020,September,2020,Nigeria,Owaza,Indigenous People of Biafra (IPOB),4
9/23/2020,September,2020,Nigeria,Unknown,Boko Haram,Unknown
9/23/2020,September,2020,Nigeria,Mandaragraw,Boko Haram,3
9/22/2020,September,2020,Nigeria,Riyom district,Fulani extremists (suspected),0
9/21/2020,September,2020,Nigeria,Foron,Fulani extremists (suspected),1
9/20/2020,September,2020,Nigeria,Damasak,Boko Haram (suspected),0
9/20/2020,September,2020,Nigeria,Magumeri,Unknown,2
9/20/2020,September,2020,Nigeria,Tse-Apera,Fulani extremists (suspected),5
9/20/2020,September,2020,Nigeria,Sabon Gari-Wajiroko,Boko Haram,4
9/19/2020,September,2020,Cameroon,Bamenda,Ambazonia Restoration Forces (ARF),1
9/18/2020,September,2020,Cameroon,Kassa,Boko Haram,2
9/17/2020,September,2020,Nigeria,Gidan Madi,Unknown,2
9/17/2020,September,2020,Nigeria,Egume,Fulani extremists,1
9/15/2020,September,2020,Nigeria,Wassaram,Boko Haram,10
9/14/2020,September,2020,Nigeria,Igirigiri,Unknown,1
9/14/2020,September,2020,Cameroon,Bongongo,Separatists,3
9/11/2020,September,2020,Nigeria,Manyi-Mashin,Fulani extremists,2
9/11/2020,September,2020,Cameroon,Zeleved,Boko Haram,6
9/11/2020,September,2020,Nigeria,Kareto,Boko Haram,0
9/9/2020,September,2020,Nigeria,Unknown,Atyap militia,0
9/9/2020,September,2020,Nigeria,Bakin Kogi,Atyap militia,1
9/9/2020,September,2020,Cameroon,Talakachi,Boko Haram (suspected),0
9/8/2020,September,2020,Nigeria,Gora,Atyap militia,3
9/8/2020,September,2020,Nigeria,Kitsarapang,Fulani extremists (suspected),1
9/8/2020,September,2020,Nigeria,Atakmawei,Fulani extremists,1
9/6/2020,September,2020,Nigeria,Maiduguri,Boko Haram,2
9/6/2020,September,2020,Nigeria,Maiduguri,Boko Haram,4
9/6/2020,September,2020,Nigeria,Kurmari,Boko Haram,4
9/7/2020,September,2020,Nigeria,Okagwe,Unknown,1
9/6/2020,September,2020,Nigeria,Igabi district,Fulani extremists (suspected),1
9/6/2020,September,2020,Nigeria,Kauru district,Fulani extremists (suspected),1
9/6/2020,September,2020,Nigeria,Giwa district,Fulani extremists (suspected),1
9/6/2020,September,2020,Nigeria,Chikun district,Fulani extremists (suspected),1
9/6/2020,September,2020,Nigeria,Kemara Rimi,Fulani extremists (suspected),Unknown
9/6/2020,September,2020,Nigeria,Buda,Fulani extremists (suspected),3
9/5/2020,September,2020,Chad,Fouli,Boko Haram,3
9/4/2020,September,2020,Chad,Kouri,Unknown,3
9/1/2020,September,2020,Nigeria,Idoani,Fulani extremists,2
9/1/2020,September,2020,Nigeria,Dalwa,Boko Haram,Unknown
9/1/2020,September,2020,Nigeria,Magumeri,Boko Haram,9
9/1/2020,September,2020,Nigeria,Garin Giwa,Boko Haram,10
9/1/2020,September,2020,Cameroon,Bamenda,Unknown,1
9/1/2020,September,2020,Cameroon,Kouyape,Boko Haram,5
8/31/2020,August,2020,Cameroon,Talakachi,Boko Haram (suspected),1
8/29/2020,August,2020,Nigeria,Opolo,Unknown,1
8/28/2020,August,2020,Nigeria,Ifon,Fulani extremists,Unknown
8/28/2020,August,2020,Nigeria,Amu,Boko Haram,2
8/27/2020,August,2020,Cameroon,Ekok,Unknown,Unknown
8/27/2020,August,2020,Nigeria,Juji,Unknown,2
8/27/2020,August,2020,Nigeria,Maraban Rido,Fulani extremists (suspected),3
8/27/2020,August,2020,Nigeria,Mussine,Boko Haram,2
8/26/2020,August,2020,Nigeria,Gwoza,Boko Haram,75
8/24/2020,August,2020,Nigeria,Damba-Kasaya,"Fulani extremists (suspected),Boko Haram (suspected)",1
8/23/2020,August,2020,Nigeria,Umuhu Eha-Amufu,Fulani extremists,Unknown
8/19/2020,August,2020,Nigeria,Mainari,Boko Haram (suspected),5
8/19/2020,August,2020,Nigeria,Magumeri,Boko Haram,3
8/18/2020,August,2020,Nigeria,Unguwan Gankon,Fulani extremists,2
8/18/2020,August,2020,Nigeria,Gajibo,Boko Haram,5
8/18/2020,August,2020,Nigeria,Kukawa,Boko Haram,11
8/17/2020,August,2020,Nigeria,Magumeri,Boko Haram,3
8/15/2020,August,2020,Nigeria,Mashio,Boko Haram (suspected),0
8/14/2020,August,2020,Cameroon,Yaounde,Unknown,0
8/13/2020,August,2020,Nigeria,Evwreni,Unknown,1
8/13/2020,August,2020,Nigeria,Baraza,Unknown,1
8/13/2020,August,2020,Cameroon,Pendamboko,Ambazonia Restoration Forces (ARF),1
8/12/2020,August,2020,Niger,Gueskerou,Boko Haram,0
8/9/2020,August,2020,Cameroon,Bamenda,Separatists,1
8/11/2020,August,2020,Niger,Gueskerou,Boko Haram,0
8/11/2020,August,2020,Cameroon,Ngoketunjia district,Separatists,1
8/11/2020,August,2020,Cameroon,Muyuka,Separatists,1
8/10/2020,August,2020,Nigeria,Edikwu,Unknown,13
8/9/2020,August,2020,Niger,Koure,Islamic State in the Greater Sahara (ISGS),8
8/7/2020,August,2020,Cameroon,Batibo,Separatists,1
8/6/2020,August,2020,Nigeria,Magamiya,"Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan),Fulani extremists",5
8/6/2020,August,2020,Nigeria,Kurmin-Masara,"Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan),Fulani extremists",3
8/6/2020,August,2020,Nigeria,Atak Mawei,"Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan),Fulani extremists",12
8/5/2020,August,2020,Ghana,Accra,Unknown,0
8/5/2020,August,2020,Nigeria,Kibori,"Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan),Fulani extremists",7
8/5/2020,August,2020,Nigeria,Apyiashyim,"Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan),Fulani extremists",6
8/3/2020,August,2020,Cameroon,Bamenda,Separatists,1
8/3/2020,August,2020,Nigeria,Washo,Fulani extremists (suspected),1
8/2/2020,August,2020,Nigeria,Kafan Ruwa,Unknown,3
8/2/2020,August,2020,Cameroon,Nguetchewe,Boko Haram,19
7/31/2020,July,2020,Cameroon,Santa,Separatists,3
7/31/2020,July,2020,Chad,Tinana,Boko Haram,10
7/30/2020,July,2020,Nigeria,Gindi Akwati,Fulani extremists (suspected),1
7/30/2020,July,2020,Cameroon,Bamenda,Unknown,0
7/30/2020,July,2020,Nigeria,Maiduguri,Boko Haram,2
7/30/2020,July,2020,Nigeria,Maiduguri,Boko Haram,1
7/30/2020,July,2020,Nigeria,Maiduguri,Boko Haram,3
7/29/2020,July,2020,Nigeria,Baga,Boko Haram,0
7/28/2020,July,2020,Cameroon,Bamenda,Separatists,1
7/27/2020,July,2020,Nigeria,Dawusu,Unknown,5
7/25/2020,July,2020,Nigeria,Zikpak,Fulani extremists (suspected),0
7/24/2020,July,2020,Cameroon,Essoh-Attah,Red Dragons,0
7/24/2020,July,2020,Nigeria,Maraban Kagoro,Fulani extremists (suspected),3
7/24/2020,July,2020,Nigeria,Ungwan Masara,Fulani extremists (suspected),3
7/24/2020,July,2020,Nigeria,Zikpak,Fulani extremists (suspected),4
7/23/2020,July,2020,Nigeria,Magumeri district,Boko Haram,0
7/20/2020,July,2020,Cameroon,Bamenda,Separatists,Unknown
7/20/2020,July,2020,Nigeria,Gora,Fulani extremists (suspected),10
7/20/2020,July,2020,Nigeria,Barakin Ladi,Unknown,1
7/19/2020,July,2020,Nigeria,Jibia district,Unknown,23
7/19/2020,July,2020,Nigeria,Kaura,Fulani extremists (suspected),Unknown
7/19/2020,July,2020,Nigeria,Sabon Gari,Fulani extremists (suspected),Unknown
7/19/2020,July,2020,Nigeria,Manyii Kurum,Fulani extremists (suspected),Unknown
7/19/2020,July,2020,Nigeria,Kukum Daji,Fulani extremists (suspected),21
7/18/2020,July,2020,Nigeria,Pemi,Boko Haram,Unknown
7/18/2020,July,2020,Nigeria,Kuburmbula,Boko Haram,2
7/14/2020,July,2020,Nigeria,Kautikari,Boko Haram,0
7/14/2020,July,2020,Nigeria,Gudi,Fulani extremists,2
7/14/2020,July,2020,Nigeria,Maiduguri,Boko Haram,Unknown
7/13/2020,July,2020,Nigeria,Kumala,Boko Haram,8
7/13/2020,July,2020,Nigeria,Maiduguri,Boko Haram,Unknown
7/13/2020,July,2020,Nigeria,Auno,Boko Haram,2
7/13/2020,July,2020,Cameroon,Mmouck Leteh,Separatists,0
7/12/2020,July,2020,Nigeria,Ungwan Audu,Fulani extremists,1
7/11/2020,July,2020,Nigeria,Kigudu,Fulani extremists,0
7/11/2020,July,2020,Nigeria,Kidugu,Fulani extremists,12
7/10/2020,July,2020,Nigeria,Chibob,Fulani extremists,9
7/9/2020,July,2020,Cameroon,Banga Bakundu,Separatists (suspected),1
7/9/2020,July,2020,Nigeria,Unknown,Unknown,2
7/8/2020,July,2020,Chad,Kalama,Boko Haram,8
7/7/2020,July,2020,Nigeria,Bulabulin,Boko Haram,40
7/7/2020,July,2020,Nigeria,Gubio,Boko Haram,0
7/6/2020,July,2020,Nigeria,Mainok,Boko Haram,1
7/5/2020,July,2020,Nigeria,Kadarko,Fulani extremists,0
7/4/2020,July,2020,Nigeria,Konduga district,Boko Haram,22
7/2/2020,July,2020,Cameroon,Yaounde,Separatists,0
7/2/2020,July,2020,Nigeria,Damasak,Boko Haram,2
7/1/2020,July,2020,Nigeria,Kautikari,Boko Haram,1
6/30/2020,June,2020,Nigeria,Tungushe,Boko Haram,Unknown
6/30/2020,June,2020,Nigeria,Kautikari,Boko Haram,1
6/27/2020,June,2020,Nigeria,Bokko,Boko Haram,1
6/27/2020,June,2020,Nigeria,Dogon Waye,Boko Haram,30
6/26/2020,June,2020,Nigeria,Malaharam,Boko Haram,Unknown
6/26/2020,June,2020,Nigeria,Isua-Akoko,Fulani extremists (suspected),Unknown
6/24/2020,June,2020,Niger,Bossey Bangou,Muslim extremists,0
6/23/2020,June,2020,Nigeria,Kautikari,Boko Haram,2
6/22/2020,June,2020,Cameroon,Sandaouadjiri,Boko Haram,Unknown
6/22/2020,June,2020,Cameroon,Mainankoua,Boko Haram,Unknown
6/21/2020,June,2020,Cameroon,Yaounde,Unknown,0
6/21/2020,June,2020,Cameroon,Yaounde,Unknown,0
6/21/2020,June,2020,Nigeria,Buni Yadi,Boko Haram (suspected),0
6/20/2020,June,2020,Nigeria,Ngudori,Boko Haram,1
6/20/2020,June,2020,Nigeria,Kelewa,Boko Haram,1
6/20/2020,June,2020,Nigeria,Moduri,Boko Haram,3
6/17/2020,June,2020,Nigeria,Kautikari,Boko Haram,2
6/16/2020,June,2020,Nigeria,Mbulabam,Boko Haram,Unknown
6/15/2020,June,2020,Cameroon,Mamfe,Separatists,0
6/15/2020,June,2020,Nigeria,Ombi,Fulani extremists,Unknown
6/13/2020,June,2020,Nigeria,Goni Usmanti,Boko Haram,40
6/13/2020,June,2020,Nigeria,Monguno,Boko Haram,10
6/13/2020,June,2020,Nigeria,Monguno,Boko Haram,10
6/13/2020,June,2020,Nigeria,Monguno,Boko Haram,10
6/13/2020,June,2020,Nigeria,Monguno,Boko Haram,10
6/10/2020,June,2020,Nigeria,Unknown,Boko Haram (suspected),4
6/9/2020,June,2020,Nigeria,Kainyehu,Unknown,0
6/9/2020,June,2020,Nigeria,Foduma Kolomaiya,Boko Haram,81
6/8/2020,June,2020,Nigeria,Unknown,Boko Haram,3
6/6/2020,June,2020,Nigeria,Kaseyo,Fulani extremists,2
6/6/2020,June,2020,Nigeria,Kponko,Fulani extremists,3
6/6/2020,June,2020,Nigeria,Torkula,Fulani extremists,3
6/6/2020,June,2020,Nigeria,Auno,Boko Haram,6
6/5/2020,June,2020,Cameroon,Njikwa,Separatists,1
6/5/2020,June,2020,Cameroon,Sagme,Boko Haram,4
6/3/2020,June,2020,Nigeria,Madagali district,Unknown,Unknown
6/3/2020,June,2020,Nigeria,Anguwan Tudu,Fulani extremists,10
6/3/2020,June,2020,Cameroon,Ndop,Separatists,4
6/2/2020,June,2020,Nigeria,Gasarwa,Boko Haram,4
6/1/2020,June,2020,Nigeria,Mararaba,Unknown,2
6/1/2020,June,2020,Cameroon,Otu,Separatists,5
6/1/2020,June,2020,Nigeria,Damboa,Boko Haram,4
6/1/2020,June,2020,Nigeria,Babamogba,Fulani extremists,0
6/1/2020,June,2020,Nigeria,Olanla,Fulani extremists,3
6/1/2020,June,2020,Nigeria,Pade,Fulani extremists,0
6/1/2020,June,2020,Nigeria,Ikereku,Fulani extremists,0
5/31/2020,May,2020,Nigeria,Itakpa,Fulani extremists (suspected),13
5/25/2020,May,2020,Nigeria,Dakwaima,Boko Haram,1
5/25/2020,May,2020,Nigeria,Tarfa,Boko Haram,1
5/25/2020,May,2020,Nigeria,Debiro,Boko Haram,1
5/31/2020,May,2020,Niger,Intikane,Muslim extremists,3
5/31/2020,May,2020,Nigeria,Konduga,Boko Haram,1
5/31/2020,May,2020,Nigeria,Yantumaki,Fulani extremists,1
6/1/2020,June,2020,Nigeria,Kondori,Boko Haram,3
5/30/2020,May,2020,Nigeria,Kwabula,Boko Haram,2
5/29/2020,May,2020,Nigeria,Boji-Boji Owa,Fulani extremists (suspected),0
5/27/2020,May,2020,Nigeria,Bukan Sidi,Fulani extremists (suspected),0
5/26/2020,May,2020,Cameroon,Soueram,Boko Haram,7
5/20/2020,May,2020,Nigeria,Ungwan Masaba,Fulani extremists (suspected),1
5/21/2020,May,2020,Nigeria,Wulgo,Boko Haram,0
5/20/2020,May,2020,Nigeria,Ungwan Maidoki,Fulani extremists (suspected),1
5/20/2020,May,2020,Nigeria,Ungwan Sako,Fulani extremists (suspected),1
5/20/2020,May,2020,Nigeria,Ungwan Maijama’a,Fulani extremists (suspected),1
5/20/2020,May,2020,Nigeria,Ungwan Jibo,Fulani extremists (suspected),1
5/20/2020,May,2020,Nigeria,Ungwan Shaban,Fulani extremists (suspected),1
5/20/2020,May,2020,Nigeria,Ungwan Goshi,Fulani extremists (suspected),1
5/20/2020,May,2020,Nigeria,Ungwan Araha,Fulani extremists (suspected),1
5/20/2020,May,2020,Nigeria,Ungwan Araha,Fulani extremists (suspected),1
5/20/2020,May,2020,Nigeria,Ungwan Dantata,Fulani extremists (suspected),1
5/20/2020,May,2020,Nigeria,Ungwan Ma’aji,Fulani extremists (suspected),1
5/20/2020,May,2020,Nigeria,Etissi,Fulani extremists (suspected),1
5/20/2020,May,2020,Nigeria,Ungwan Guza,Fulani extremists (suspected),2
5/20/2020,May,2020,Nigeria,Ungwan Galadima,Fulani extremists (suspected),2
5/20/2020,May,2020,Nigeria,Idazo,Fulani extremists (suspected),2
5/20/2020,May,2020,Nigeria,Magunguna,Fulani extremists (suspected),2
5/20/2020,May,2020,Cameroon,Bamenda,Separatists,0
5/19/2020,May,2020,Nigeria,Wukari,Tiv Militia (suspected),8
5/19/2020,May,2020,Niger,Bilabirim,Boko Haram,19
5/18/2020,May,2020,Nigeria,Maza,Boko Haram,5
5/18/2020,May,2020,Nigeria,Kautikari,Boko Haram,1
5/18/2020,May,2020,Nigeria,Konduga,Boko Haram,4
5/18/2020,May,2020,Nigeria,Dapchi,Boko Haram,6
5/17/2020,May,2020,Nigeria,Baga,Boko Haram,20
5/17/2020,May,2020,Nigeria,Gajiganna,Boko Haram,20
5/16/2020,May,2020,Nigeria,Eziam Nike,Fulani extremists,Unknown
5/15/2020,May,2020,Cameroon,Mamfe,Separatists,0
5/15/2020,May,2020,Nigeria,Boboshe,Boko Haram,2
5/14/2020,May,2020,Cameroon,Majague,Boko Haram,2
5/14/2020,May,2020,Nigeria,Mainok,Boko Haram,14
5/13/2020,May,2020,Nigeria,Makyali,Fulani extremists (suspected),7
5/12/2020,May,2020,Nigeria,Idanu-Doka,Fulani extremists (suspected),1
5/12/2020,May,2020,Nigeria,Bakin Kogi,Fulani extremists (suspected),0
5/12/2020,May,2020,Nigeria,Rogo,Fulani extremists,17
5/12/2020,May,2020,Nigeria,Tse-Haaga,Unknown,4
5/13/2020,May,2020,Nigeria,Abako,Tiv Militia (suspected),1
5/13/2020,May,2020,Nigeria,Rafin Kada,Tiv Militia (suspected),1
5/11/2020,May,2020,Cameroon,Mayo-Sava district,Boko Haram,3
5/11/2020,May,2020,Nigeria,Agasha,Unknown,6
5/10/2020,May,2020,Nigeria,Echori,Fulani extremists,2
5/10/2020,May,2020,Cameroon,Eshobi,Separatists,1
5/10/2020,May,2020,Nigeria,Bama,Boko Haram,20
5/9/2020,May,2020,Niger,Zibane Koira Teguio,Muslim extremists (suspected),6
5/9/2020,May,2020,Niger,Zibane Koira Zeina,Muslim extremists (suspected),7
5/9/2020,May,2020,Niger,Gadabo,Muslim extremists (suspected),7
5/7/2020,May,2020,Nigeria,Kaboresha,Unknown,0
5/6/2020,May,2020,Nigeria,Okpanam,Fulani extremists,2
5/6/2020,May,2020,Nigeria,Okpanam,Fulani extremists,Unknown
5/6/2020,May,2020,Nigeria,Barakin Ladi,Fulani extremists,0
5/3/2020,May,2020,Niger,Diffa,Boko Haram,1
