Date,Month,Year,Country,City,Perpetrator_group,fatalities
10/29/2018,October,2018,Cameroon,Bambili,Separatists (suspected),Unknown
10/27/2018,October,2018,Nigeria,Gashigar,Boko Haram,1
10/27/2018,October,2018,Nigeria,Enugu,Unknown,0
10/26/2018,October,2018,Nigeria,Gidan Baure,Unknown,6
10/26/2018,October,2018,Nigeria,Ikere district,Unknown,1
10/26/2018,October,2018,Nigeria,Logomani,Boko Haram,0
10/25/2018,October,2018,Nigeria,Agbor,Fulani extremists (suspected),0
10/25/2018,October,2018,Nigeria,Angela,Fulani extremists,2
10/25/2018,October,2018,Cameroon,Bambui,Separatists,1
10/25/2018,October,2018,Chad,Miski,Military Command Council for the Salvation of the Republic (CCSMR),Unknown
10/22/2018,October,2018,Nigeria,Mifa,Boko Haram,2
10/21/2018,October,2018,Nigeria,Mando,Unknown,0
10/20/2018,October,2018,Nigeria,Maiduguri,Boko Haram,2
10/20/2018,October,2018,Nigeria,Femari,Boko Haram,0
10/20/2018,October,2018,Nigeria,Fuguri,Boko Haram,1
10/20/2018,October,2018,Nigeria,Malari,Boko Haram,1
10/20/2018,October,2018,Nigeria,Keffi,Unknown,Unknown
10/20/2018,October,2018,Cameroon,Jakiri,Unknown,0
10/20/2018,October,2018,Nigeria,Kalla,Boko Haram,12
10/19/2018,October,2018,Cameroon,Bamenda,Unknown,Unknown
10/18/2018,October,2018,Nigeria,Kalla,Boko Haram,Unknown
10/17/2018,October,2018,Nigeria,Demsa district,Unknown,5
10/17/2018,October,2018,Nigeria,Kakuri,Unknown,3
10/17/2018,October,2018,Nigeria,Otun,Unknown,1
10/18/2018,October,2018,Cameroon,Baba II,Separatists (suspected),0
10/15/2018,October,2018,Nigeria,Kumshe,Boko Haram,2
10/12/2018,October,2018,Nigeria,Arege,Boko Haram,Unknown
10/11/2018,October,2018,Nigeria,Uyo,Unknown,0
10/10/2018,October,2018,Cameroon,Ngo-Ketunjia district,Separatists,0
10/10/2018,October,2018,Chad,Kaiga Kindji,Boko Haram,56
10/8/2018,October,2018,Nigeria,Mitile,Boko Haram,83
10/7/2018,October,2018,Cameroon,Bamenda,Separatists,3
10/7/2018,October,2018,Cameroon,Bamenda,Separatists,2
10/7/2018,October,2018,Cameroon,Unknown,Separatists,0
10/6/2018,October,2018,Nigeria,Barakin Ladi district,Unknown,2
10/6/2018,October,2018,Nigeria,Barakin Ladi district,Unknown,2
10/6/2018,October,2018,Nigeria,Barakin Ladi district,Unknown,2
10/6/2018,October,2018,Nigeria,Barakin Ladi district,Unknown,2
10/6/2018,October,2018,Nigeria,Barakin Ladi district,Unknown,2
10/6/2018,October,2018,Nigeria,Barakin Ladi district,Unknown,2
10/6/2018,October,2018,Nigeria,Barakin Ladi district,Unknown,2
10/6/2018,October,2018,Nigeria,Barakin Ladi district,Unknown,3
10/6/2018,October,2018,Nigeria,Barakin Ladi district,Unknown,3
10/5/2018,October,2018,Nigeria,Ethiope East district,Unknown,0
10/4/2018,October,2018,Chad,Litri,Boko Haram,1
10/4/2018,October,2018,Nigeria,Nkiendoro,Fulani extremists,4
10/3/2018,October,2018,Nigeria,Miango,Fulani extremists,19
10/2/2018,October,2018,Nigeria,Riyom district,Berom Militants,0
10/2/2018,October,2018,Cameroon,Limbe,Separatists,0
9/30/2018,September,2018,Nigeria,Jos,Unknown,7
9/30/2018,September,2018,Cameroon,Buea,Separatists,0
9/30/2018,September,2018,Nigeria,Port Harcourt,Unknown,0
9/30/2018,September,2018,Nigeria,Tina,Fulani extremists,1
9/29/2018,September,2018,Cameroon,Tatum,Unknown,5
9/29/2018,September,2018,Nigeria,Okpoga,Unknown,8
9/29/2018,September,2018,Nigeria,Riyom district,Unknown,1
9/29/2018,September,2018,Nigeria,Ndokwa East district,Unknown,2
9/29/2018,September,2018,Chad,Ngueleya Souya,Boko Haram,11
9/29/2018,September,2018,Chad,Moussarom,Boko Haram,12
9/27/2018,September,2018,Nigeria,Jos,Fulani extremists,14
9/27/2018,September,2018,Cameroon,Limbe,Separatists (suspected),2
9/26/2018,September,2018,Nigeria,Kano,Unknown,0
9/26/2018,September,2018,Cameroon,Wum,Ambazonia Tigers,0
9/26/2018,September,2018,Nigeria,Kaltaram,Muslim extremists,0
9/26/2018,September,2018,Nigeria,Gashagar,Boko Haram,Unknown
9/23/2018,September,2018,Nigeria,Kekeno,Boko Haram,Unknown
9/21/2018,September,2018,Cameroon,Mbiame,Separatists,12
9/21/2018,September,2018,Cameroon,Unknown,Separatists,0
9/19/2018,September,2018,Nigeria,Amarwa,Boko Haram,2
9/19/2018,September,2018,Nigeria,Kaleri,Boko Haram,2
9/19/2018,September,2018,Nigeria,Wanori,Boko Haram,2
9/18/2018,September,2018,Nigeria,Ukanafun district,Unknown,1
9/18/2018,September,2018,Niger,Bomanga,Islamic State in the Greater Sahara (ISGS) (suspected),0
9/16/2018,September,2018,Cameroon,Sasse,Unknown,0
9/16/2018,September,2018,Cameroon,Bojoke,Unknown,Unknown
9/15/2018,September,2018,Nigeria,Bawa Garki,Fulani extremists,3
9/14/2018,September,2018,Nigeria,Sheriwu Kwayari,Boko Haram,5
9/14/2018,September,2018,Nigeria,Modu Ajiri,Boko Haram,5
9/14/2018,September,2018,Nigeria,Turu,Fulani extremists,2
9/13/2018,September,2018,Nigeria,Bukuto,Fulani extremists,4
9/13/2018,September,2018,Nigeria,Nyanga,Fulani extremists,4
9/13/2018,September,2018,Nigeria,Nzomosu,Fulani extremists,4
9/13/2018,September,2018,Nigeria,Bolki,Fulani extremists,35
9/13/2018,September,2018,Nigeria,Gon,Fulani extremists,4
9/13/2018,September,2018,Cameroon,Bamenda,Separatists,6
9/13/2018,September,2018,Nigeria,Bompai,Unknown,0
9/12/2018,September,2018,Nigeria,Badarawa,Boko Haram (suspected),11
9/12/2018,September,2018,Cameroon,Buea,Unknown,0
9/12/2018,September,2018,Nigeria,Damasak,Boko Haram,7
9/11/2018,September,2018,Cameroon,Unknown,Separatists,3
9/11/2018,September,2018,Cameroon,Wum,Separatists,3
9/11/2018,September,2018,Cameroon,Mamfe,Separatists,3
9/11/2018,September,2018,Cameroon,Bamenda,Separatists,3
9/11/2018,September,2018,Cameroon,Bolifamba,Separatists,3
9/9/2018,September,2018,Cameroon,Oku,Separatists,Unknown
9/9/2018,September,2018,Cameroon,Oku,Separatists,Unknown
9/9/2018,September,2018,Cameroon,Oku,Separatists,Unknown
9/8/2018,September,2018,Nigeria,Baga,Boko Haram,Unknown
9/8/2018,September,2018,Cameroon,Bamenda,Separatists,1
9/8/2018,September,2018,Cameroon,Akum,Separatists,1
9/7/2018,September,2018,Nigeria,Gudunbali,Boko Haram,8
9/6/2018,September,2018,Nigeria,Nding Suisut,Fulani extremists,2
9/6/2018,September,2018,Cameroon,Mankon,Unknown,Unknown
9/3/2018,September,2018,Cameroon,Bambui,Separatists,Unknown
9/5/2018,September,2018,Cameroon,Kisotsin,Separatists,Unknown
9/4/2018,September,2018,Nigeria,Gana-Ropp,Fulani extremists,5
9/4/2018,September,2018,Cameroon,Bafut,Separatists,0
9/4/2018,September,2018,Cameroon,Bamenda,Separatists,Unknown
9/4/2018,September,2018,Nigeria,Pulka,Boko Haram,2
9/3/2018,September,2018,Cameroon,Ndop,Unknown,0
9/3/2018,September,2018,Cameroon,Tiko,Unknown,0
9/3/2018,September,2018,Cameroon,Sabga,Separatists,Unknown
9/3/2018,September,2018,Cameroon,Bambili,Separatists,0
9/3/2018,September,2018,Cameroon,Bafut,Separatists,Unknown
9/3/2018,September,2018,Cameroon,Bafut,Ambazonia Defense Forces (ADF),0
9/2/2018,September,2018,Nigeria,Unknown,Fulani extremists,1
9/2/2018,September,2018,Nigeria,Lopandet Dwei,Fulani extremists,11
9/1/2018,September,2018,Nigeria,Guzamala district,Boko Haram,Unknown
9/1/2018,September,2018,Cameroon,Kumbo,Separatists (suspected),Unknown
9/1/2018,September,2018,Cameroon,Ndop,Unknown,Unknown
9/1/2018,September,2018,Cameroon,Ndop,Unknown,5
8/30/2018,August,2018,Nigeria,Obomkpa,Fulani extremists,1
8/30/2018,August,2018,Nigeria,Asari Eso Layout,Unknown,Unknown
8/30/2018,August,2018,Nigeria,Zaro,Boko Haram,48
8/29/2018,August,2018,Nigeria,Numan district,Fulani extremists,1
8/29/2018,August,2018,Cameroon,Oku,Separatists,0
8/29/2018,August,2018,Nigeria,Zayit,Fulani extremists,0
8/28/2018,August,2018,Cameroon,Guzang,Separatists,1
8/28/2018,August,2018,Nigeria,Gulumba Gana,Boko Haram,3
8/28/2018,August,2018,Nigeria,Okpe district,Unknown,1
8/28/2018,August,2018,Nigeria,Dorowa,Fulani extremists (suspected),1
8/28/2018,August,2018,Nigeria,Fan,Fulani extremists,1
8/28/2018,August,2018,Nigeria,Ude,Fulani extremists (suspected),Unknown
8/28/2018,August,2018,Nigeria,Nzom,Fulani extremists (suspected),Unknown
8/28/2018,August,2018,Nigeria,Sagas,Fulani extremists (suspected),Unknown
8/28/2018,August,2018,Nigeria,Nafan,Fulani extremists (suspected),Unknown
8/28/2018,August,2018,Nigeria,Loh-Pwat,Fulani extremists (suspected),Unknown
8/28/2018,August,2018,Nigeria,Loh-Fan,Fulani extremists (suspected),Unknown
8/28/2018,August,2018,Nigeria,Wereh,Fulani extremists (suspected),1
8/28/2018,August,2018,Nigeria,Abonong,Fulani extremists,7
8/26/2018,August,2018,Nigeria,Kalamari,Boko Haram,3
8/24/2018,August,2018,Cameroon,Zhoa,Separatists,14
8/21/2018,August,2018,Chad,Kouri Bougoudi,Military Command Council for the Salvation of the Republic (CCSMR),Unknown
8/21/2018,August,2018,Cameroon,Unknown,Unknown,Unknown
8/17/2018,August,2018,Nigeria,Aligoshab,Boko Haram,4
8/18/2018,August,2018,Nigeria,Mairari,Boko Haram,19
8/18/2018,August,2018,Nigeria,Gbajima,Unknown,1
8/18/2018,August,2018,Nigeria,Guma district,Unknown,0
8/16/2018,August,2018,Cameroon,Ndop,Unknown,Unknown
8/15/2018,August,2018,Cameroon,Buea,Unknown,Unknown
8/12/2018,August,2018,Cameroon,Ekondo Titi,Separatists,1
8/14/2018,August,2018,Cameroon,Babungo,Unknown,5
8/14/2018,August,2018,Nigeria,Etim Ekpo district,Unknown,1
8/14/2018,August,2018,Cameroon,Mundemba,Separatists,1
8/14/2018,August,2018,Cameroon,Three Corners,Separatists,0
8/12/2018,August,2018,Cameroon,Unknown,Unknown,2
8/11/2018,August,2018,Cameroon,Ndop,Unknown,0
8/11/2018,August,2018,Nigeria,Madagali district,Unknown,12
8/11/2018,August,2018,Chad,Kouri Bougoudi,Military Command Council for the Salvation of the Republic (CCSMR),1
8/11/2018,August,2018,Chad,Kouri Bougoudi,Military Command Council for the Salvation of the Republic (CCSMR),2
8/11/2018,August,2018,Chad,Kouri Bougoudi,Unknown,3
8/10/2018,August,2018,Nigeria,Ado-Ekiti,Unknown,1
8/10/2018,August,2018,Cameroon,Yaounde,Unknown,2
8/8/2018,August,2018,Nigeria,Garunda,Boko Haram,18
8/7/2018,August,2018,Nigeria,Asaba,Unknown,0
8/6/2018,August,2018,Nigeria,Isuikwuato district,Unknown,1
8/6/2018,August,2018,Nigeria,Munduri,Boko Haram,7
8/5/2018,August,2018,Nigeria,Isiala Ngwa South district,Unknown,1
8/5/2018,August,2018,Cameroon,Mutengene,Ambazonia Defense Forces (ADF) (suspected),1
8/5/2018,August,2018,Cameroon,Esu,Unknown,4
8/5/2018,August,2018,Nigeria,Kassa,Berom Militants,2
8/5/2018,August,2018,Nigeria,Maiduguri,Boko Haram,5
8/4/2018,August,2018,Cameroon,Unknown,Separatists,0
8/3/2018,August,2018,Nigeria,Miango,Fulani extremists,3
8/3/2018,August,2018,Cameroon,Ndu,Separatists,0
8/3/2018,August,2018,Nigeria,Gasrwa,Boko Haram,5
8/2/2018,August,2018,Cameroon,Bekora,Ambazonia Defense Forces (ADF) (suspected),0
8/1/2018,August,2018,Cameroon,Meme district,Ambazonia Defense Forces (ADF) (suspected),0
7/31/2018,July,2018,Cameroon,Wum,Unknown,0
7/31/2018,July,2018,Nigeria,Owan East district,Fulani extremists,0
7/29/2018,July,2018,Cameroon,Homeka,Unknown,3
7/29/2018,July,2018,Cameroon,Ndop,Separatists (suspected),Unknown
7/28/2018,July,2018,Nigeria,Iwukem,Unknown,6
7/28/2018,July,2018,Nigeria,Ijebu Ijesa,Unknown,0
7/27/2018,July,2018,Nigeria,Mairari,Boko Haram,16
7/27/2018,July,2018,Nigeria,Ideato North district,Unknown,1
7/27/2018,July,2018,Nigeria,Bunari,Boko Haram,14
7/22/2018,July,2018,Cameroon,Belo,Unknown,0
7/26/2018,July,2018,Nigeria,Jakana,Boko Haram,13
7/24/2018,July,2018,Nigeria,Damboa,Boko Haram,7
7/23/2018,July,2018,Nigeria,Mainari,Boko Haram,8
7/21/2018,July,2018,Cameroon,Ndop,Unknown,0
7/22/2018,July,2018,Cameroon,Bali,Unknown,0
7/21/2018,July,2018,Nigeria,Sasawa,Boko Haram,Unknown
7/20/2018,July,2018,Cameroon,Bukari,Unknown,Unknown
7/19/2018,July,2018,Cameroon,Moli,Unknown,Unknown
7/19/2018,July,2018,Niger,Garoua,Boko Haram,11
7/19/2018,July,2018,Nigeria,Ramin Aljanu,Boko Haram,30
7/19/2018,July,2018,Chad,Daboua,Boko Haram,18
7/18/2018,July,2018,Cameroon,Wum,Separatists,1
7/18/2018,July,2018,Nigeria,Bachit,Unknown,1
7/17/2018,July,2018,Nigeria,Iware,Fulani extremists,6
7/17/2018,July,2018,Nigeria,Mussini,Boko Haram,6
7/14/2018,July,2018,Cameroon,Limbe,Separatists,Unknown
7/14/2018,July,2018,Nigeria,Jilli,Boko Haram,38
7/13/2018,July,2018,Cameroon,Limbe,Separatists,Unknown
7/13/2018,July,2018,Cameroon,Buea,Separatists,0
7/13/2018,July,2018,Cameroon,Buea,Separatists,0
7/13/2018,July,2018,Cameroon,Buea,Separatists,0
7/13/2018,July,2018,Cameroon,Buea,Separatists,0
7/13/2018,July,2018,Cameroon,Buea,Separatists,0
7/13/2018,July,2018,Cameroon,Buea,Separatists,0
7/13/2018,July,2018,Cameroon,Buea,Separatists,0
7/13/2018,July,2018,Nigeria,Balagallaye,Boko Haram,Unknown
7/12/2018,July,2018,Cameroon,Small Ekombe,Separatists,3
7/12/2018,July,2018,Cameroon,Small Ekombe,Separatists,3
7/9/2018,July,2018,Cameroon,Buea,Ambazonia Restoration Forces (ARF),3
7/9/2018,July,2018,Cameroon,Buea,Ambazonia Restoration Forces (ARF),3
7/9/2018,July,2018,Cameroon,Buea,Ambazonia Restoration Forces (ARF),3
7/9/2018,July,2018,Cameroon,Buea,Ambazonia Restoration Forces (ARF),3
7/9/2018,July,2018,Nigeria,Bamga,Fulani extremists,5
7/9/2018,July,2018,Nigeria,Bunzum,Fulani extremists,5
7/9/2018,July,2018,Nigeria,Budon,Fulani extremists,5
7/9/2018,July,2018,Nigeria,Todung,Fulani extremists,5
7/9/2018,July,2018,Nigeria,Anguwan Bishop Yotti,Fulani extremists,5
7/9/2018,July,2018,Nigeria,Kabawa,Fulani extremists,5
7/9/2018,July,2018,Nigeria,Sabonlayi,Fulani extremists,5
7/9/2018,July,2018,Nigeria,Bujum Waya,Fulani extremists,5
7/9/2018,July,2018,Nigeria,Bujum Yashi,Fulani extremists,5
7/9/2018,July,2018,Nigeria,Gojefa,Fulani extremists,5
7/8/2018,July,2018,Cameroon,Kumba,Separatists,1
7/7/2018,July,2018,Cameroon,Unknown,Unknown,1
7/7/2018,July,2018,Nigeria,Etim Ekpo district,Unknown,4
7/6/2018,July,2018,Nigeria,Kucheri,Unknown,1
7/5/2018,July,2018,Nigeria,Tse Tyogbihi,Fulani extremists,3
7/4/2018,July,2018,Nigeria,Mayo Lope,Nyandan militia,3
7/4/2018,July,2018,Nigeria,Nnega,Nyandan militia,5
7/4/2018,July,2018,Nigeria,Abbare,Nyandan militia,0
7/4/2018,July,2018,Nigeria,Santuraki,Nyandan militia,6
7/3/2018,July,2018,Nigeria,Tse Tyogbihi,Fulani extremists,0
7/2/2018,July,2018,Nigeria,Tse Tyogbihi,Fulani extremists,0
7/1/2018,July,2018,Cameroon,Penda Mboko,Unknown,0
7/1/2018,July,2018,Nigeria,Rahwol-Fwi,Fulani extremists,4
7/1/2018,July,2018,Nigeria,Banki,Boko Haram,2
6/30/2018,June,2018,Nigeria,Mangu district,Fulani extremists (suspected),6
6/30/2018,June,2018,Niger,Bla Brin,Boko Haram,6
6/30/2018,June,2018,Nigeria,Etim Ekpo district,Unknown,2
6/30/2018,June,2018,Nigeria,Freetown,Boko Haram,0
6/30/2018,June,2018,Nigeria,Banki,Boko Haram,6
6/29/2018,June,2018,Cameroon,Buea,Separatists,2
6/29/2018,June,2018,Cameroon,Tugi,Separatists,8
6/26/2018,June,2018,Nigeria,Guma district,Unknown,2
6/25/2018,June,2018,Nigeria,Unknown,Berom Militants,6
6/25/2018,June,2018,Nigeria,Bakin-Korta,Unknown,0
6/24/2018,June,2018,Nigeria,Unknown,Boko Haram,Unknown
6/24/2018,June,2018,Nigeria,Razat,Fulani extremists,9
6/24/2018,June,2018,Nigeria,Kok,Fulani extremists,9
6/24/2018,June,2018,Nigeria,Rakok,Fulani extremists,9
6/24/2018,June,2018,Nigeria,Kakuruk,Fulani extremists,9
6/24/2018,June,2018,Nigeria,Nghar,Fulani extremists,10
6/24/2018,June,2018,Nigeria,Kura Falls,Fulani extremists,10
6/24/2018,June,2018,Nigeria,Ruku,Fulani extremists,10
6/24/2018,June,2018,Nigeria,Gindin Akwati,Fulani extremists,10
6/24/2018,June,2018,Nigeria,Xland,Fulani extremists,10
6/23/2018,June,2018,Cameroon,Kumba,Ambazonia Defense Forces (ADF),1
6/23/2018,June,2018,Nigeria,Tungushe,Boko Haram,6
6/22/2018,June,2018,Nigeria,Dowaya,Fulani extremists,21
6/21/2018,June,2018,Cameroon,Bangem,Ambazonia Defense Forces (ADF) (suspected),Unknown
6/21/2018,June,2018,Nigeria,Abakaliki,Unknown,0
6/21/2018,June,2018,Nigeria,Barakin Ladi,Fulani extremists,4
6/21/2018,June,2018,Nigeria,Heipang,Berom Militants (suspected),4
6/20/2018,June,2018,Nigeria,Jere,Fulani extremists,Unknown
6/20/2018,June,2018,Nigeria,Maiduguri,Boko Haram,2
6/19/2018,June,2018,Nigeria,Gajiram,Boko Haram,9
6/16/2018,June,2018,Cameroon,Fundong,Unknown,1
6/16/2018,June,2018,Cameroon,Atanga,Separatists,2
6/16/2018,June,2018,Nigeria,Damboa district,Boko Haram,37
6/16/2018,June,2018,Nigeria,Shuwari,Boko Haram,4
6/16/2018,June,2018,Cameroon,Limani,Boko Haram,3
6/16/2018,June,2018,Nigeria,Abachari,Boko Haram,4
6/13/2018,June,2018,Cameroon,Unknown,Separatists,0
6/13/2018,June,2018,Nigeria,Jon,Berom Militants (suspected),1
6/13/2018,June,2018,Nigeria,Madagali district,Boko Haram,0
6/13/2018,June,2018,Nigeria,Michika district,Boko Haram,1
6/12/2018,June,2018,Nigeria,Gadabiu,Fulani extremists (suspected),Unknown
6/11/2018,June,2018,Nigeria,Tse Adoo,Boko Haram,1
6/11/2018,June,2018,Nigeria,Kaya,Boko Haram,1
6/11/2018,June,2018,Nigeria,Maiduguri,Boko Haram,2
6/10/2018,June,2018,Cameroon,Bolifamba,Separatists,0
6/10/2018,June,2018,Nigeria,Irigwe,Fulani extremists,2
6/10/2018,June,2018,Nigeria,Ileogbo,Fulani extremists,0
6/10/2018,June,2018,Nigeria,Mubi,Boko Haram,1
6/12/2018,June,2018,Nigeria,Kassa,Unknown,1
6/11/2018,June,2018,Nigeria,Fan,Unknown,Unknown
6/9/2018,June,2018,Nigeria,Maiduguri,Unknown,1
6/8/2018,June,2018,Cameroon,Mangave Foya,Boko Haram,11
6/6/2018,June,2018,Cameroon,Muyuka,Unknown,0
6/6/2018,June,2018,Nigeria,Tswarev,Fulani extremists,1
6/6/2018,June,2018,Nigeria,Ukemeragya,Fulani extremists,2
6/6/2018,June,2018,Nigeria,Tombo,Fulani extremists,2
6/6/2018,June,2018,Nigeria,Tse Shan,Fulani extremists,8
6/5/2018,June,2018,Cameroon,Fundong,Separatists,1
6/5/2018,June,2018,Nigeria,Tse Igbur,Fulani extremists,1
6/4/2018,June,2018,Nigeria,Tanjol,Berom Militants,0
6/4/2018,June,2018,Nigeria,Yelwata,Unknown,2
6/4/2018,June,2018,Nigeria,Mbawa,Unknown,2
6/4/2018,June,2018,Nigeria,Dinya,Fulani extremists,4
6/4/2018,June,2018,Nigeria,Danacha,Unknown,4
6/4/2018,June,2018,Niger,Diffa,Boko Haram,13
6/3/2018,June,2018,Nigeria,Tseadough,Fulani extremists,7
6/3/2018,June,2018,Nigeria,Issele-Uku,Fulani extremists,0
6/3/2018,June,2018,Nigeria,Idumu-Ogo,Fulani extremists,Unknown
6/3/2018,June,2018,Nigeria,Onicha Olona,Fulani extremists,0
6/3/2018,June,2018,Nigeria,Kura Falls,Fulani extremists (suspected),18
6/3/2018,June,2018,Nigeria,Zanuka,Fulani extremists (suspected),15
5/31/2018,May,2018,Nigeria,Gwoza district,Boko Haram,5
5/28/2018,May,2018,Nigeria,Mildu,Boko Haram,Unknown
5/29/2018,May,2018,Nigeria,Tse Shitenger,Fulani extremists,1
5/29/2018,May,2018,Nigeria,Tse Adendem,Fulani extremists,2
5/29/2018,May,2018,Nigeria,Wukari,Unknown,2
5/28/2018,May,2018,Nigeria,Kakuruk,Fulani extremists,2
5/28/2018,May,2018,Nigeria,Askira district,Boko Haram (suspected),0
5/27/2018,May,2018,Nigeria,Yoga,Fulani extremists,0
5/28/2018,May,2018,Nigeria,Jalingo,Fulani extremists,0
5/27/2018,May,2018,Nigeria,Mashamari,Boko Haram,3
5/27/2018,May,2018,Nigeria,Mashamari,Boko Haram,3
5/25/2018,May,2018,Cameroon,Buea,Separatists,Unknown
5/23/2018,May,2018,Cameroon,Unknown,Unknown,0
5/25/2018,May,2018,Cameroon,Menka,Separatists,32
5/22/2018,May,2018,Nigeria,Unknown,Fulani extremists,2
5/20/2018,May,2018,Cameroon,Ekona,Separatists (suspected),1
5/20/2018,May,2018,Nigeria,Anyiin,Fulani extremists,5
5/20/2018,May,2018,Nigeria,Tseke,Fulani extremists,2
5/20/2018,May,2018,Cameroon,Batibo,Unknown,Unknown
5/20/2018,May,2018,Cameroon,Ndibsi,Ambazonia Restoration Forces (ARF),Unknown
5/20/2018,May,2018,Nigeria,Gashua,Boko Haram,0
5/19/2018,May,2018,Niger,Agay,"Movement for the Salvation of Azawad (MSA),Self-Defense Group of Imghad Tuaregs and Allies (GATIA)",6
5/19/2018,May,2018,Niger,Agay,"Movement for the Salvation of Azawad (MSA),Self-Defense Group of Imghad Tuaregs and Allies (GATIA)",11
5/18/2018,May,2018,Nigeria,Umaisha,Unknown,5
5/18/2018,May,2018,Nigeria,Kawuri,Unknown,2
5/17/2018,May,2018,Nigeria,Waduku,Unknown,5
5/17/2018,May,2018,Nigeria,Doro Naira,Boko Haram,0
5/17/2018,May,2018,Nigeria,Ifer,Fulani extremists,0
5/17/2018,May,2018,Nigeria,Torjem,Fulani extremists,0
5/17/2018,May,2018,Nigeria,Mgbakpa,Fulani extremists,1
5/17/2018,May,2018,Nigeria,Torkaa,Fulani extremists,1
5/17/2018,May,2018,Nigeria,Tse-Mue,Fulani extremists,1
5/17/2018,May,2018,Nigeria,Dikwa,Boko Haram,5
5/16/2018,May,2018,Nigeria,Ikpayongo,Fulani extremists,6
5/16/2018,May,2018,Nigeria,Kafin-Hausa,Boko Haram,6
5/17/2018,May,2018,Cameroon,Mamfe,Separatists,Unknown
5/15/2018,May,2018,Nigeria,Mandarari,Boko Haram,6
5/14/2018,May,2018,Nigeria,Ido-Gbede,Fulani extremists,5
5/14/2018,May,2018,Nigeria,Ilai,Fulani extremists,5
5/13/2018,May,2018,Nigeria,Abakpa,Unknown,0
5/13/2018,May,2018,Nigeria,Igbogene,Unknown,1
5/9/2018,May,2018,Cameroon,Konye,Ambazonia Defense Forces (ADF) (suspected),0
5/9/2018,May,2018,Cameroon,Akwaya,Separatists,Unknown
5/9/2018,May,2018,Nigeria,Mande Mbaawa,Fulani extremists,0
5/9/2018,May,2018,Nigeria,Tutuwa,Unknown,9
5/9/2018,May,2018,Nigeria,Nega,Unknown,8
5/9/2018,May,2018,Nigeria,Maiduguri,Boko Haram,2
5/6/2018,May,2018,Cameroon,Balangi,Unknown,Unknown
5/6/2018,May,2018,Nigeria,Barakin Ladi district,Unknown,0
5/6/2018,May,2018,Chad,Gabalami,Boko Haram,6
5/5/2018,May,2018,Nigeria,Gwaska,Fulani extremists,58
5/5/2018,May,2018,Cameroon,Mabanda,Boko Haram,19
5/4/2018,May,2018,Nigeria,Kadarko,Fulani extremists,1
5/4/2018,May,2018,Nigeria,Azara,Fulani extremists,2
5/4/2018,May,2018,Nigeria,Iye,Unknown,Unknown
5/4/2018,May,2018,Cameroon,Ekona,Unknown,1
5/4/2018,May,2018,Nigeria,Mainari Shuwa,Boko Haram,3
5/4/2018,May,2018,Nigeria,Mainari Kanuri,Boko Haram,4
5/3/2018,May,2018,Cameroon,Unknown,Unknown,1
5/4/2018,May,2018,Nigeria,Bama,Unknown,1
5/3/2018,May,2018,Nigeria,Mairanti,Unknown,4
5/2/2018,May,2018,Nigeria,Nzomosu,Fulani extremists,3
5/2/2018,May,2018,Nigeria,Bonki,Fulani extremists,4
5/2/2018,May,2018,Nigeria,Nyanga,Fulani extremists,4
5/2/2018,May,2018,Nigeria,Bang,Fulani extremists,4
5/3/2018,May,2018,Nigeria,Auno,Boko Haram,Unknown
5/1/2018,May,2018,Nigeria,Tse Iortyer,Fulani extremists,10
5/1/2018,May,2018,Nigeria,Mubi,Boko Haram,24
5/1/2018,May,2018,Nigeria,Mubi,Boko Haram,25
4/30/2018,April,2018,Cameroon,Bamenda,Separatists,0
4/30/2018,April,2018,Nigeria,Kolokuma district,Unknown,1
4/29/2018,April,2018,Nigeria,Ukehe,Indigenous People of Biafra (IPOB),0
4/28/2018,April,2018,Cameroon,Muyuka,Separatists (suspected),1
4/28/2018,April,2018,Cameroon,Bali,Separatists (suspected),2
4/27/2018,April,2018,Nigeria,Gbongan,Unknown,0
4/26/2018,April,2018,Nigeria,Mondo,Fulani extremists,7
4/26/2018,April,2018,Nigeria,Maiduguri,Boko Haram,9
4/25/2018,April,2018,Cameroon,Kumba,Separatists,1
4/25/2018,April,2018,Nigeria,Abiam,Fulani extremists,8
4/25/2018,April,2018,Nigeria,Tse-Ali Agudu,Fulani extremists,19
4/25/2018,April,2018,Cameroon,Nigie,Separatists,3
4/25/2018,April,2018,Nigeria,Oleh,Unknown,0
4/25/2018,April,2018,Nigeria,Ihukan,Fulani extremists,7
4/22/2018,April,2018,Nigeria,Buk,Boko Haram,0
4/24/2018,April,2018,Nigeria,Mbanyiar,Fulani extremists,Unknown
4/24/2018,April,2018,Nigeria,Tomanyiin-Mbakpaase,Fulani extremists,3
4/24/2018,April,2018,Nigeria,Tse-Umenger,Fulani extremists,15
4/24/2018,April,2018,Nigeria,Mbalom,Fulani extremists,16
4/23/2018,April,2018,Nigeria,Bama,Boko Haram,3
4/22/2018,April,2018,Cameroon,Lewo,Unknown,0
4/22/2018,April,2018,Cameroon,Lewo,Unknown,0
4/21/2018,April,2018,Nigeria,Unknown,Boko Haram,8
4/22/2018,April,2018,Nigeria,Logo district,Unknown,1
4/22/2018,April,2018,Nigeria,Kadarako,Fulani extremists,1
4/22/2018,April,2018,Nigeria,Biroko,Fulani extremists,5
4/22/2018,April,2018,Nigeria,Ozugbe,Fulani extremists,5
4/22/2018,April,2018,Nigeria,Kpanche,Fulani extremists,6
